Sr. No.,Sr. No. Hard Copy,Directive No.,Year ID,Fiscal Year,Region ID,Region,Con ID,Constituency Name,Members Type,MP ID,MP Name,Full Name of Party,Party,Amount (Million PKR),Fund Status,Programme,Sector,Project District,Project Area
4435,257,243,10,2011-12,4,Punjab,167,NA-167 Vehari-I,Elected,106,Chaudhry Asghar Ali Jatt,Pakistan Peoples Party Parliamentarians,PPPP,50,Consumed,PM's Directive,Sewerage,Vehari,
4436,258,437,10,2011-12,4,Punjab,168,NA-168 Vehari-II,Elected,82,Azeem Daultana,Pakistan Peoples Party Parliamentarians,PPPP,90,Consumed,PM's Directive,Electricity,Vehari,
4437,259,438,10,2011-12,4,Punjab,168,NA-168 Vehari-II,Elected,82,Azeem Daultana,Pakistan Peoples Party Parliamentarians,PPPP,10,Consumed,PM's Directive,Development Scheme,Vehari,
4438,260,15,10,2011-12,4,Punjab,168,NA-168 Vehari-II,Elected,82,Azeem Daultana,Pakistan Peoples Party Parliamentarians,PPPP,15,Consumed,PM's Directive,Electricity,Vehari,
4439,261,544,10,2011-12,4,Punjab,170,NA-170 Vehari-IV,Elected,387,Mehmood Hayat Khan,Pakistan Peoples Party Parliamentarians,PPPP,50,Consumed,PM's Directive,Electricity,Vehari,
4440,262,1010,10,2011-12,4,Punjab,170,NA-170 Vehari-IV,Elected,387,Mehmood Hayat Khan,Pakistan Peoples Party Parliamentarians,PPPP,30,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Vehari,
4441,263,1011,10,2011-12,4,Punjab,170,NA-170 Vehari-IV,Elected,387,Mehmood Hayat Khan,Pakistan Peoples Party Parliamentarians,PPPP,20,Consumed,PM's Directive,Electricity,Vehari,
4442,264,2049,10,2011-12,4,Punjab,170,NA-170 Vehari-IV,Elected,387,Mehmood Hayat Khan,Pakistan Peoples Party Parliamentarians,PPPP,0.3,Consumed,PM's Directive,Misc,Vehari,No.55 between KOP-MSX on lodhran-pakpattan sction
4443,265,936,10,2011-12,4,Punjab,171,NA-171 Dera Ghazi Khan-I,Elected,284,Khawaja Sheraz Mahmood,Pakistan Muslim League,PML,80,Consumed,PM's Directive,Electricity,Dera Ghazi Khan,
4444,266,942,10,2011-12,4,Punjab,171,NA-171 Dera Ghazi Khan-I,Elected,284,Khawaja Sheraz Mahmood,Pakistan Muslim League,PML,20,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Dera Ghazi Khan,
4445,267,1079,10,2011-12,4,Punjab,171,NA-171 Dera Ghazi Khan-I,Elected,284,Khawaja Sheraz Mahmood,Pakistan Muslim League,PML,48,Consumed,PM's Directive,Gas Supply,Dera Ghazi Khan,
4446,268,516,10,2011-12,4,Punjab,174,NA-174 Rajanpur-I,Elected,664,Sardar Muhammad Jafar Khan Leghari,Pakistan Muslim League,PML,20,Consumed,PM's Directive,Electricity,Rajanpur,
4447,269,517,10,2011-12,4,Punjab,174,NA-174 Rajanpur-I,Elected,664,Sardar Muhammad Jafar Khan Leghari,Pakistan Muslim League,PML,80,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Rajanpur,
4448,270,938,10,2011-12,4,Punjab,176,NA-176 Muzaffargarh-I,Elected,459,Muhammad Mohsin Ali Qureshi,Pakistan Peoples Party Parliamentarians,PPPP,1.2,Consumed,PM's Directive,Electricity,Muzaffargarh,Mouza Sultan mahmood sharki tehsil kot adu.
4449,271,474,10,2011-12,4,Punjab,177,NA-177 Muzaffargarh-II,Elected,234,Hina Rabbani Khar,Pakistan Peoples Party Parliamentarians,PPPP,3.305,Consumed,PM's Directive,Gas Supply,Islamabad,"Project in Saidpur, Islamabad"
4450,272,1020,10,2011-12,4,Punjab,177,NA-177 Muzaffargarh-II,Elected,234,Hina Rabbani Khar,Pakistan Peoples Party Parliamentarians,PPPP,50,Consumed,PM's Directive,Electricity,Muzaffargarh,
4451,273,400,10,2011-12,4,Punjab,178,NA-178 Muzaffargarh-III,Elected,255,Jamshaid Ahmed Khan Dasti,Pakistan Peoples Party Parliamentarians,PPPP,47.688,Consumed,PM's Directive,Gas Supply,Muzaffargarh,
4452,274,357,10,2011-12,4,Punjab,178,NA-178 Muzaffargarh-III,Elected,255,Jamshaid Ahmed Khan Dasti,Pakistan Peoples Party Parliamentarians,PPPP,100,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Muzaffargarh,Alipur Road Khan Garh
4453,275,55,10,2011-12,4,Punjab,178,NA-178 Muzaffargarh-III,Elected,255,Jamshaid Ahmed Khan Dasti,Pakistan Peoples Party Parliamentarians,PPPP,50,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Muzaffargarh,Alipur Road Khan Garh
4454,276,297,10,2011-12,4,Punjab,178,NA-178 Muzaffargarh-III,Elected,255,Jamshaid Ahmed Khan Dasti,Pakistan Peoples Party Parliamentarians,PPPP,1.402,Consumed,PM's Directive,Electricity,Bhakkar,
4455,277,318,10,2011-12,4,Punjab,180,NA-180 Muzaffargarh-V,Elected,20,Abdul Qayyum Khan Jatoi,Pakistan Peoples Party Parliamentarians,PPPP,79.434,Consumed,PM's Directive,Development Scheme,Muzaffargarh,
4456,278,319,10,2011-12,4,Punjab,180,NA-180 Muzaffargarh-V,Elected,20,Abdul Qayyum Khan Jatoi,Pakistan Peoples Party Parliamentarians,PPPP,20.566,Consumed,PM's Directive,Electricity,Muzaffargarh,
4457,279,648,10,2011-12,4,Punjab,180,NA-180 Muzaffargarh-V,Elected,20,Abdul Qayyum Khan Jatoi,Pakistan Peoples Party Parliamentarians,PPPP,50,Consumed,PM's Directive,Education,Muzaffargarh,
4458,280,14,10,2011-12,4,Punjab,181,NA-181 Layyah-I,Elected,653,Sardar Bahadur Ahmad Khan Sihar,Pakistan Muslim League,PML,20,Consumed,PM's Directive,Development Scheme,Layyah,
4459,281,640,10,2011-12,4,Punjab,181,NA-181 Layyah-I,Elected,653,Sardar Bahadur Ahmad Khan Sihar,Pakistan Muslim League,PML,30,Consumed,PM's Directive,Electricity,Layyah,
4460,282,641,10,2011-12,4,Punjab,181,NA-181 Layyah-I,Elected,653,Sardar Bahadur Ahmad Khan Sihar,Pakistan Muslim League,PML,50,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Layyah,
4461,283,910,10,2011-12,4,Punjab,181,NA-181 Layyah-I,Elected,653,Sardar Bahadur Ahmad Khan Sihar,Pakistan Muslim League,PML,50,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Layyah,
4462,284,646,10,2011-12,4,Punjab,183,NA-183 Bahawalpur-I,Elected,67,Arif Aziz Sheikh,Pakistan Peoples Party Parliamentarians,PPPP,30,Consumed,PM's Directive,Electricity,Bahawalpur,
4463,285,647,10,2011-12,4,Punjab,183,NA-183 Bahawalpur-I,Elected,67,Arif Aziz Sheikh,Pakistan Peoples Party Parliamentarians,PPPP,70,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Bahawalpur,
4464,286,592,10,2011-12,4,Punjab,184,NA-184 Bahawalpur-II,Elected,271,Khadija Amir Yar Waran,Pakistan Peoples Party Parliamentarians,PPPP,100,Consumed,PM's Directive,Electricity,Bahawalpur,
4465,287,61,10,2011-12,4,Punjab,186,NA-186 Bahawalpur-IV,Elected,604,Riaz Hussain Pirzada,Pakistan Muslim League,PML,40,Consumed,PM's Directive,Electricity,Bahawalpur,
4466,288,528,10,2011-12,4,Punjab,186,NA-186 Bahawalpur-IV,Elected,604,Riaz Hussain Pirzada,Pakistan Muslim League,PML,60,Consumed,PM's Directive,Electricity,Bahawalpur,
4467,289,62,10,2011-12,4,Punjab,188,NA-188 Bahawalnagar-I,Elected,272,Khadim Hussain Wattoo,Pakistan Muslim League,PML,10,Consumed,PM's Directive,Electricity,Bahawalnagar,
4468,290,359,10,2011-12,4,Punjab,189,NA-189 Bahawalnagar-II,Elected,761,Syed Mumtaz Alam Gillani,Pakistan Peoples Party Parliamentarians,PPPP,70,Consumed,PM's Directive,Development Scheme,Bahawalnagar,
4469,291,360,10,2011-12,4,Punjab,189,NA-189 Bahawalnagar-II,Elected,761,Syed Mumtaz Alam Gillani,Pakistan Peoples Party Parliamentarians,PPPP,30,Consumed,PM's Directive,Electricity,Bahawalnagar,
4470,292,577,10,2011-12,4,Punjab,189,NA-189 Bahawalnagar-II,Elected,761,Syed Mumtaz Alam Gillani,Pakistan Peoples Party Parliamentarians,PPPP,10,Consumed,PM's Directive,Misc,Bahawalnagar,
4471,293,689,10,2011-12,4,Punjab,190,NA-190 Bahawalnagar-III,Elected,99,Chaudhry Abdul Ghafoor,Pakistan Peoples Party Parliamentarians,PPPP,70,Consumed,PM's Directive,Development Scheme,Bahawalnagar,
4472,294,690,10,2011-12,4,Punjab,190,NA-190 Bahawalnagar-III,Elected,99,Chaudhry Abdul Ghafoor,Pakistan Peoples Party Parliamentarians,PPPP,30,Consumed,PM's Directive,Electricity,Bahawalnagar,
4473,295,63,10,2011-12,4,Punjab,190,NA-190 Bahawalnagar-III,Elected,99,Chaudhry Abdul Ghafoor,Pakistan Peoples Party Parliamentarians,PPPP,20,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Bahawalnagar,
4474,296,673,10,2011-12,4,Punjab,191,NA-191 Bahawalnagar-IV,Elected,120,Chaudhry Muhammad Afzal Sandhu,Pakistan Peoples Party Parliamentarians,PPPP,100,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Bahawalnagar,
4475,297,926,10,2011-12,4,Punjab,191,NA-191 Bahawalnagar-IV,Elected,120,Chaudhry Muhammad Afzal Sandhu,Pakistan Peoples Party Parliamentarians,PPPP,50,Consumed,PM's Directive,Development Scheme,Bahawalnagar,
4476,298,537,10,2011-12,4,Punjab,193,NA-193 Rahim Yar Khan-II,Elected,28,Abdus Sattar,Pakistan Peoples Party Parliamentarians,PPPP,3.33,Consumed,PM's Directive,Misc,Rahimyar Khan,Railway Gate.No.96-A and 99-A
4477,299,2061,10,2011-12,4,Punjab,193,NA-193 Rahim Yar Khan-II,Elected,28,Abdus Sattar,Pakistan Peoples Party Parliamentarians,PPPP,40,Consumed,PM's Directive,Electricity,Rahimyar Khan,
4478,300,617,10,2011-12,4,Punjab,196,NA-196 Rahim Yar Khan-V,Elected,115,Chaudhry Javed Iqbal Warraich,Pakistan Peoples Party Parliamentarians,PPPP,9.33,Consumed,PM's Directive,Gas Supply,Rahimyar Khan,
4479,301,2162,10,2011-12,4,Punjab,275,NA-275,Reserved - Women,565,Qudsia Arshad Chaudhry,Pakistan Muslim League (N),PML-N,1,Consumed,PM's Directive,Development Scheme,Islamabad,Welfare Complex Rawal Town
4480,302,2166,10,2011-12,4,Punjab,289,NA-289,Reserved - Women,614,Rukhsana Bangash,Pakistan Peoples Party Parliamentarians,PPPP,17,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Islamabad,Baegawal Chowk Simly Dam Road Federal Area
4481,303,558,10,2011-12,4,Punjab,291,NA-291,Reserved - Women,541,Palwasha Khan,Pakistan Peoples Party Parliamentarians,PPPP,50,Consumed,PM's Directive,Development Scheme,Bannu,
4482,304,2109,10,2011-12,4,Punjab,293,NA-293,Reserved - Women,389,Mehreen Anwar Raja Advocate,Pakistan Peoples Party Parliamentarians,PPPP,50,Consumed,PM's Directive,Development Scheme,Rawalpindi,
4483,305,2165,10,2011-12,4,Punjab,293,NA-293,Reserved - Women,389,Mehreen Anwar Raja Advocate,Pakistan Peoples Party Parliamentarians,PPPP,50,Consumed,PM's Directive,Development Scheme,Rawalpindi,
4484,306,112,10,2011-12,4,Punjab,296,NA-296,Reserved - Women,176,Fauzia Habib,Pakistan Peoples Party Parliamentarians,PPPP,8,Consumed,PM's Directive,Development Scheme,Rawalpindi,
4485,307,692,10,2011-12,4,Punjab,297,NA-297,Reserved - Women,705,Shakeela Khanam Rashid,Pakistan Peoples Party Parliamentarians,PPPP,9,Consumed,PM's Directive,Sewerage,Lahore,Chowk Manga Mandi
4486,308,111,10,2011-12,4,Punjab,299,NA-299,Reserved - Women,645,Samina Mushtaq Pagganwala,Pakistan Peoples Party Parliamentarians,PPPP,1.8,Consumed,PM's Directive,Development Scheme,Gujrat,
4487,309,362,10,2011-12,4,Punjab,299,NA-299,Reserved - Women,645,Samina Mushtaq Pagganwala,Pakistan Peoples Party Parliamentarians,PPPP,20,Consumed,PM's Directive,Development Scheme,Gujrat,
4488,310,219,10,2011-12,4,Punjab,300,NA-300,Reserved - Women,503,Naseem Akhter Chaudhry,Pakistan Peoples Party Parliamentarians,PPPP,18.041,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Islamabad,River Valley Village phulgran
4489,311,220,10,2011-12,4,Punjab,300,NA-300,Reserved - Women,503,Naseem Akhter Chaudhry,Pakistan Peoples Party Parliamentarians,PPPP,31.959,Consumed,PM's Directive,Development Scheme,Multan,
4490,312,363,10,2011-12,4,Punjab,300,NA-300,Reserved - Women,503,Naseem Akhter Chaudhry,Pakistan Peoples Party Parliamentarians,PPPP,20.736,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Islamabad,River Valley Village phulgran
4491,313,818,10,2011-12,4,Punjab,300,NA-300,Reserved - Women,503,Naseem Akhter Chaudhry,Pakistan Peoples Party Parliamentarians,PPPP,14.894,Consumed,PM's Directive,Electricity,Multan,
4492,314,1025,10,2011-12,4,Punjab,300,NA-300,Reserved - Women,503,Naseem Akhter Chaudhry,Pakistan Peoples Party Parliamentarians,PPPP,69.384,Consumed,PM's Directive,Gas Supply,Islamabad,Link Murree Road to village phulgran
4493,315,285,10,2011-12,4,Punjab,302,NA-302,Reserved - Women,269,Kashmala Tariq,Pakistan Muslim League,PML,80,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Lahore,
4494,316,918,10,2011-12,4,Punjab,303,NA-303,Reserved - Women,701,Shahnaz Sheikh,Pakistan Muslim League,PML,2.16,Consumed,PM's Directive,Electricity,Bahawalnagar,Mouza sher fareed Tehsil chistian
4495,317,2096,10,2011-12,4,Punjab,303,NA-303,Reserved - Women,701,Shahnaz Sheikh,Pakistan Muslim League,PML,0.581,Consumed,PM's Directive,Misc,Islamabad,
4496,318,2036,10,2011-12,4,Punjab,303,NA-303,Reserved - Women,701,Shahnaz Sheikh,Pakistan Muslim League,PML,39.259,Consumed,PM's Directive,Electricity,Bahawalpur,
4497,319,591,10,2011-12,4,Punjab,304,NA-304,Reserved - Women,146,Donya Aziz,Pakistan Muslim League,PML,100,Consumed,PM's Directive,Development Scheme,Gujrat,
4498,320,643,10,2011-12,4,Punjab,305,NA-305,Reserved - Women,74,Atiya Inayatullah,Pakistan Muslim League,PML,100,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Muzaffargarh,
4499,321,844,10,2011-12,4,Punjab,307,NA-307,Reserved - Women,786,Tanzila Aamir Cheema,Pakistan Muslim League,PML,55.33,Consumed,PM's Directive,Gas Supply,Kasur,
4500,322,503,10,2011-12,4,Punjab,340,NA-340,Reserved - Minority,47,Akram Masih Gill,Pakistan Muslim League,PML,100,Consumed,PM's Directive,Development Scheme,,
4501,525,794,10,2011-12,4,Punjab,NA,NA,Senators,195,Gulshan Saeed,Pakistan Muslim League,PML,10,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Bhakkar,
4502,521,168,10,2011-12,4,Punjab,NA,NA,Senators,640,Salahuddin Dogar,Pakistan Peoples Party Parliamentarians,PPPP,50,Consumed,PM's Directive,Development Scheme,Multan,
4503,522,532,10,2011-12,4,Punjab,NA,NA,Senators,640,Salahuddin Dogar,Pakistan Peoples Party Parliamentarians,PPPP,10,Consumed,PM's Directive,Development Scheme,Multan,
4504,523,538,10,2011-12,4,Punjab,NA,NA,Senators,640,Salahuddin Dogar,Pakistan Peoples Party Parliamentarians,PPPP,60,Consumed,PM's Directive,Water Supply,Multan,
4505,524,586,10,2011-12,4,Punjab,NA,NA,Senators,640,Salahuddin Dogar,Pakistan Peoples Party Parliamentarians,PPPP,85,Consumed,PM's Directive,Development Scheme,Multan,
4506,323,734,10,2011-12,5,Sindh,199,NA-199 Sukkur-cum-shikarpur-II (Old Sukkur-II),Elected,758,Syed Khurshid Ahmed Shah,Pakistan Peoples Party Parliamentarians,PPPP,70,Consumed,PM's Directive,Electricity,Sukkur,
4507,324,735,10,2011-12,5,Sindh,199,NA-199 Sukkur-cum-shikarpur-II (Old Sukkur-II),Elected,758,Syed Khurshid Ahmed Shah,Pakistan Peoples Party Parliamentarians,PPPP,46.376,Consumed,PM's Directive,Gas Supply,Sukkur,
4508,325,290,10,2011-12,5,Sindh,199,NA-199 Sukkur-cum-shikarpur-II (Old Sukkur-II),Elected,758,Syed Khurshid Ahmed Shah,Pakistan Peoples Party Parliamentarians,PPPP,50,Consumed,PM's Directive,Health,Sukkur,Maher Medical College Sukkur
4509,326,504,10,2011-12,5,Sindh,203,NA-203 Shikarpu-cum-Sukkur-cum-Larkana (Old Shikarpur-II),Elected,183,Ghous Bux Khan Mahar,Pakistan Muslim League,PML,72,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Shikarpur,
4510,327,505,10,2011-12,5,Sindh,203,NA-203 Shikarpu-cum-Sukkur-cum-Larkana (Old Shikarpur-II),Elected,183,Ghous Bux Khan Mahar,Pakistan Muslim League,PML,12,Consumed,PM's Directive,Development Scheme,Shikarpur,
4511,328,506,10,2011-12,5,Sindh,203,NA-203 Shikarpu-cum-Sukkur-cum-Larkana (Old Shikarpur-II),Elected,183,Ghous Bux Khan Mahar,Pakistan Muslim League,PML,50,Consumed,PM's Directive,Development Scheme,Shikarpur,
4512,329,507,10,2011-12,5,Sindh,203,NA-203 Shikarpu-cum-Sukkur-cum-Larkana (Old Shikarpur-II),Elected,183,Ghous Bux Khan Mahar,Pakistan Muslim League,PML,16,Consumed,PM's Directive,Electricity,Shikarpur,
4513,330,664,10,2011-12,5,Sindh,205,NA-205 Larkana-cum-Kamber Shahdadkot (Old Larkana-II),Elected,522,Nazir Ahmed Bughio,Pakistan Peoples Party Parliamentarians,PPPP,20,Consumed,PM's Directive,Development Scheme,Larkana,
4514,331,665,10,2011-12,5,Sindh,205,NA-205 Larkana-cum-Kamber Shahdadkot (Old Larkana-II),Elected,522,Nazir Ahmed Bughio,Pakistan Peoples Party Parliamentarians,PPPP,28.93,Consumed,PM's Directive,Development Scheme,Larkana,
4515,332,666,10,2011-12,5,Sindh,206,NA-206 Kamber Shahdadkot (Old Larkana III),Elected,394,Mir Aamir Ali Khan Magsi,Pakistan Peoples Party Parliamentarians,PPPP,20,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Kamber Shahdadkot,
4516,333,667,10,2011-12,5,Sindh,206,NA-206 Kamber Shahdadkot (Old Larkana III),Elected,394,Mir Aamir Ali Khan Magsi,Pakistan Peoples Party Parliamentarians,PPPP,25.9,Consumed,PM's Directive,Development Scheme,Kamber Shahdadkot,
4517,334,672,10,2011-12,5,Sindh,207,NA-207 Larkana-cum-Shikarpur-cum-Kamber Shahdadkot (Old Larkana-IV),Elected,169,Faryal Talpur,Pakistan Peoples Party Parliamentarians,PPPP,52.872,Consumed,PM's Directive,Development Scheme,Larkana,
4518,335,968,10,2011-12,5,Sindh,209,NA-209 Jacobabad-cum-Kashmore (Old Jacobabad-II),Elected,401,Mir Hazar Khan Bijrani,Pakistan Peoples Party Parliamentarians,PPPP,43.564,Consumed,PM's Directive,Gas Supply,"Jacobabad, Kashmore",
4519,336,530,10,2011-12,5,Sindh,211,NA-211 Naushero Feroze-I,Elected,189,Ghulam Murtaza Khan Jatoi,National Peoples Party,NPP,27.8,Consumed,PM's Directive,Electricity,Naushero Feroze,
4520,337,531,10,2011-12,5,Sindh,211,NA-211 Naushero Feroze-I,Elected,189,Ghulam Murtaza Khan Jatoi,National Peoples Party,NPP,22.2,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Naushero Feroze,
4521,338,940,10,2011-12,5,Sindh,215,NA-215 Khairpur-I,Elected,511,Nawab Ali Wassan,Pakistan Peoples Party Parliamentarians,PPPP,23.639,Consumed,PM's Directive,Gas Supply,Khairpur,
4522,339,273,10,2011-12,5,Sindh,217,NA-217 Khairpur-III,Elected,551,Pir Syed Fazal Ali Shah Jeelani,Pakistan Peoples Party Parliamentarians,PPPP,42.85,Consumed,PM's Directive,Electricity,Khairpur,
4523,340,353,10,2011-12,5,Sindh,217,NA-217 Khairpur-III,Elected,551,Pir Syed Fazal Ali Shah Jeelani,Pakistan Peoples Party Parliamentarians,PPPP,52.101,Consumed,PM's Directive,Gas Supply,Khairpur,
4524,341,103,10,2011-12,5,Sindh,218,NA-218 Matiari-cum-Hyderabad (Old Hyderabad-I),Elected,318,Makhdoom Muhammad Amin Fahim,Pakistan Peoples Party Parliamentarians,PPPP,61.372,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Matiari,
4525,342,104,10,2011-12,5,Sindh,218,NA-218 Matiari-cum-Hyderabad (Old Hyderabad-I),Elected,318,Makhdoom Muhammad Amin Fahim,Pakistan Peoples Party Parliamentarians,PPPP,10,Consumed,PM's Directive,Electricity,Matiari,
4526,343,458,10,2011-12,5,Sindh,218,NA-218 Matiari-cum-Hyderabad (Old Hyderabad-I),Elected,318,Makhdoom Muhammad Amin Fahim,Pakistan Peoples Party Parliamentarians,PPPP,10.759,Consumed,PM's Directive,Gas Supply,Matiari,
4527,344,1027,10,2011-12,5,Sindh,218,NA-218 Matiari-cum-Hyderabad (Old Hyderabad-I),Elected,318,Makhdoom Muhammad Amin Fahim,Pakistan Peoples Party Parliamentarians,PPPP,17.869,Consumed,PM's Directive,Development Scheme,Matiari,
4528,345,765,10,2011-12,5,Sindh,219,NA-219 Hyderabad-I (Old Hyderabad-II),Elected,773,Syed Tayyab Hussain,Muttahidda Qaumi Movement,MQM,13,Consumed,PM's Directive,Development Scheme,Hyderabad,
4529,346,987,10,2011-12,5,Sindh,219,NA-219 Hyderabad-I (Old Hyderabad-II),Elected,773,Syed Tayyab Hussain,Muttahidda Qaumi Movement,MQM,37,Consumed,PM's Directive,Development Scheme,Hyderabad,
4530,347,988,10,2011-12,5,Sindh,220,NA-220 Hyderabad-II (Old Hyderabad-III),Elected,716,Sheikh Salahuddin,Muttahidda Qaumi Movement,MQM,50,Consumed,PM's Directive,Development Scheme,Hyderabad,
4531,348,64,10,2011-12,5,Sindh,221,NA-221 Hyderabad-cum-Matiari (Old Hyderabad-IV),Elected,740,Syed Amir Ali Shah Jamot,Pakistan Peoples Party Parliamentarians,PPPP,5.288,Consumed,PM's Directive,Electricity,Hyderabad,
4532,349,65,10,2011-12,5,Sindh,221,NA-221 Hyderabad-cum-Matiari (Old Hyderabad-IV),Elected,740,Syed Amir Ali Shah Jamot,Pakistan Peoples Party Parliamentarians,PPPP,6.064,Consumed,PM's Directive,Gas Supply,Hyderabad,
4533,350,66,10,2011-12,5,Sindh,221,NA-221 Hyderabad-cum-Matiari (Old Hyderabad-IV),Elected,740,Syed Amir Ali Shah Jamot,Pakistan Peoples Party Parliamentarians,PPPP,26.49,Consumed,PM's Directive,Gas Supply,Hyderabad,
4534,351,150,10,2011-12,5,Sindh,221,NA-221 Hyderabad-cum-Matiari (Old Hyderabad-IV),Elected,740,Syed Amir Ali Shah Jamot,Pakistan Peoples Party Parliamentarians,PPPP,7.158,Consumed,PM's Directive,Development Scheme,Khairpur,
4535,352,453,10,2011-12,5,Sindh,221,NA-221 Hyderabad-cum-Matiari (Old Hyderabad-IV),Elected,740,Syed Amir Ali Shah Jamot,Pakistan Peoples Party Parliamentarians,PPPP,25,Consumed,PM's Directive,Gas Supply,Hyderabad,
4536,353,320,10,2011-12,5,Sindh,223,NA-223 Tando Allahyar-cum-Matiari (Old Hyderabad-VI),Elected,708,Shamshad Sattar Bachani,Pakistan Peoples Party Parliamentarians,PPPP,60,Consumed,PM's Directive,Gas Supply,Tando Allahyar,
4537,354,321,10,2011-12,5,Sindh,223,NA-223 Tando Allahyar-cum-Matiari (Old Hyderabad-VI),Elected,708,Shamshad Sattar Bachani,Pakistan Peoples Party Parliamentarians,PPPP,50,Consumed,PM's Directive,Electricity,Tando Allahyar,
4538,355,369,10,2011-12,5,Sindh,224,NA-224 Badin-cum-Tando Muhammad Khan-I (Old Badin-I),Elected,184,Ghulam Ali Nizamani,Pakistan Peoples Party Parliamentarians,PPPP,30,Consumed,PM's Directive,Electricity,Badin,
4539,356,370,10,2011-12,5,Sindh,224,NA-224 Badin-cum-Tando Muhammad Khan-I (Old Badin-I),Elected,184,Ghulam Ali Nizamani,Pakistan Peoples Party Parliamentarians,PPPP,0.19,Consumed,PM's Directive,Gas Supply,Badin,
4540,357,371,10,2011-12,5,Sindh,224,NA-224 Badin-cum-Tando Muhammad Khan-I (Old Badin-I),Elected,184,Ghulam Ali Nizamani,Pakistan Peoples Party Parliamentarians,PPPP,41.34,Consumed,PM's Directive,"Construction of Roads, Streets & Bridges",Dadu,
4541,358,547,10,2011-12,5,Sindh,224,NA-224 Badin-cum-Tando Muhammad Khan-I (Old Badin-I),Elected,184,Ghulam Ali Nizamani,Pakistan Peoples Party Parliamentarians,PPPP,100,Consumed,PM's Directive,Development Scheme,Badin,
